,Unnamed: 0,brand,name,old_price,new_price,ml,concentration,department,family,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,main family,fam_values
398,398,TED LAPIDUS,Lapidus Pour Homme,122,66,100,EDT,Men,Woody,"Sandalwood, tonka bean, amber, patchouli, musk, oakmoss, cedar and tobacco.","pine tree, honey, orris root, jasmine, caraway, petitgrain, lily-of-the-valley, rose, brazilian rosewood and incense",5,Diorworld,3.5,75,Woody,
399,399,CAROLINA HERRERA,Bad Boy,652,204,100,EDT,Men,Spicy,"Tonka Bean, Amberwood, Cacao","Cedar, Sage",5,The first fragrance,4.1,5,Oriental,
400,400,VERSACE,Blue Jeans,170,109.25,75,EDT,Men,Arabian,"Vanilla, Tonka Bean, Iris, Sandalwood, Musk, Amber, Vetiver, Cedar, Patchouli","Lavender, Rose, Carnation, Heliotrope, Jasmine, Geranium, Sage, Fir, Lily-Of-The-Valley",4.4,noon,4.2,98.1K,Woody,
401,401,BVLGARI,Extreme,441,203.8,100,EDT,Men,Citrus,"Balsa Wood, Haitian Vetiver And Laotian Benzoin","White Freesia, Guatemalan Cardamom And Vegetal Amber",5,noon,4.2,98.1K,Fresh,
402,402,LACOSTE,Pour Femme,322,123.05,90,EDP,Women,Floral,"Cedar, Vetiver, Sandalwood And Musk","Jasmine Petals, White Heliotrope And Hibiscus",4.5,noon,4.2,98.1K,Floral,
403,403,S.T.Dupont,Dupont,221,83.9,100,EDT,Men,Spicy,"Heliotrope, Musk, Lignum Vitae And Amber","Essence Of Birch, Iris And Cedar Wood",4.4,noon,4.2,98.1K,Oriental,
404,404,DORALL COLLECTION,Simple,15,8.5,100,EDT,Women,Floral,"Amber, patchouli, vanilla, musk, sandalwood","Magnolia, gardenia, lily of the valley, freesia, jasmine",4.3,B.A.G,3.7,14.1K,Floral,
405,405,CHOPARD,Happy Spirit,185,155,75,EDP,Women,Fruity,"Amber, Musk, Cashmere Wood","Honeysuckle, Osmanthus",5,Star.perfume,3.9,537,Floral,
406,406,COACH,New York,501,183.95,90,EDP,Women,Fruity,Suede Musk Sandalwood Cashmeran,Turkish Rose Gardenia Cyclamen,4.7,Star.perfume,3.9,537,Floral,
407,407,BOUCHERON,Place Vendome,201,177.9,100,EDP,Women,Floral,Cedar and Sensual Benzoin,"Jasmine Petals, Peony, Creamy Honey",4.5,Lolita Shop,3.7,347,Floral,
408,408,CARTIER,Declaration D'Un Soir,365,213,100,EDT,Men,Spicy,Sandalwood,Rose and Nutmeg,4.8,AMLAQ,3.9,135,Oriental,
409,409,CHANEL,Allure Homme Sport EDT For,800,423,100,EDT,Men,Citrus,"Tonka Bean, Atlas Cedar, Vetiver, White Musk And Pepper","Cedar,Neroli,Pepper",5,hadayiq baris,3.8,122,Fresh,
410,410,DAVIDOFF,Leather Blend,420,224.85,100,EDP,Unisex,Spicy,"Leather,Papyrus",Rose and Amber,5,Y,3.5,75,Oriental,
411,411,Al Fakhr,Shiyoukh Al Oud,8.9,8.9,100,EDP,Unisex,"Woody, Musky","Sandalwood, Cedarwood","Black Pepper, Cardamom",4.5,Bismat Eatar,3.7,66,Woody,
412,412,Dolce & Gabbana,Intenso,496,200.35,125,EDP,Men,Spicy,"Labdanum, Sandalwood, Cypress, Musk and Amber","Tobacco, Hay, Moepel Accord, Clary Sage And Bran",4.5,noon100  % original genuine product,4.2,98.1K,Oriental,
413,413,Dolce & Gabbana,L'imperatrice 3,245,148.3,100,EDT,Women,Floral,"Citrus Wood, Musks And Sandalwood","Watermelon, Cyclamen And Jasmine",4.3,noon,4.2,98.1K,Floral,
414,414,Lattafa,Oud Mood Gold Elixir,147,50.6,100,EDP,Unisex,Arabian,"Vanilla, Ambra","Lemd De Santal, Agar, Oud wood, Leather notes",3.8,noon,4.2,98.1K,Woody,
415,415,DORALL COLLECTION,Courageous,22,9.95,100,EDT,Women,Floral,"Orris Root, Musk, Vanilla","Roses, Iris",4.7,B.A.G,3.7,14.1K,Floral,
416,416,Nikos,Sculpture Homme,75,58.5,100,EDT,Men,Floral,"Tonka bean, amber, benzoin, cedar","Jasmine, lily-of-the-valley, rose, geranium",4.7,Star.perfume,4.2,537,Floral,
417,417,ROGER & GALLET,Open,143,51.5,100,EDT,Men,Spicy,"Tobacco, Patchouli And Vetiver",Sage And Thyme,4.8,Diorworld,3.9,135,Oriental,
418,418,CREED,Aventus,1375,593.3,100,EDP,Men,Fruity,"Oak moss, musk, ambergris, and vanilla","Rose, dry birch, Moroccan jasmine and patchouli",5,hadayiq baris,3.8,122,Floral,
419,419,LACOSTE,L.12.12 Rouge,113,113,100,EDT,Men,Spicy,Acacia Wood,Rooibos Tea Extract (red Bush Tea),4,hadayiq baris,3.8,122,Oriental,
420,420,Ajmal,Sacrifice,79,75.9,50,EDP,Women,Floral,"Ambergris, Musk","Orange Blossom, Vanilla",4.2,neo lek,4.3,88,Floral,
421,421,Franck Olivier,Oud Vanille,167,90,100,EDP,Men,Arabian,"Woody Notes, Spices, Musk, Vanilla","Rose, Violet, Jasmine, Patchouli, Incense",5,Nawaem_perfumes,3.9,69,Woody,
422,422,BURBERRY,The Beat,280,150,75,EDP,Women,Floral,"White Musk, Vetiver And Cedar Wood","Ceylon Tea, Iris And Bluebell",4.3,Faces,3.7,61,Floral,
423,423,Ajmal,Sacrifice,153,70,50,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",4.6,Rayhanti,4.2,27,Floral,
424,424,Givenchy,Eau De Moiselle,550,183,100,EDT,Women,Floral,"Ambrette Seeds, Tonka Beans, Musk","Rose, Ylang Ylang",5,Asrar Aljamal,4.2,98,Floral,
425,425,AZZARO,Chrome Legend,266,123.3,125,EDT,Men,Woody,"Cedar, Vetiver","Moss, Musk",5,noon,4.2,98.1K,Woody,
426,426,DORALL COLLECTION,DC,29,9.3,100,EDT,Men,Floral,"Vetiver, Patchouli, Oakmoss, Musk, Sandalwood","Galbanum, Rosemary, Jasmine, Coumarin",4,B.A.G,4.2,14.1K,Floral,
427,427,Juicy Couture,play around,355,126.25,100,EDP,Women,Floral,"Caramel, Vanilla, and Patchouli","Princess lily, Tuberose and Wild Rose",4,Star.perfume,3.9,537,Floral,
428,428,COACH,New York Platinum,11,7.9,2,EDP,Men,Oriental,Patchouli and Vanilla Leather,Aromatic Accords,4.5,Princess of beauty,3.8,467,Oriental,
429,429,CAROLINA HERRERA,212 Vip,363,160,100,EDT,Men,Vanilla,"King Wood, Salty Amber And Tonka Beans","Chilled Vodka, Hot Ginger And Slice Of Apple",5,Al-Najm,3.7,347,Oriental,
430,430,Mercedes-Benz,Club Black,295,185,100,EDT,Women,Vanilla,"Ambroxan, Benzoin, Woodsy Notes And Vanilla",Jasmine And Incense,5,Parvant Store,3.8,76,Oriental,
431,431,TOMMY HILFIGER,Tommy Girl,380,122.95,100,EDT,Women,Citrus,"Desert Jasmin, Cherokee Rose, Magnolia Petals, Dakota Lilies, Cedar, Sandalwood And Wild Heather","Grapefruit, Citrus Orchards, Crisp Green Notes, Honeysuckle And Butterfly Violets",4.4,Parvant Store,4.2,76,Fresh,
432,432,Guerlain,Vetiver,426,174,100,EDT,Men,Aromatic,"Vetiver, Oakmoss, Leather, Myrrh, Civet, Tonka Bean, Amber","Vetiver, Pepper, Carnation, Sage, Orris Root, Sandalwood",5,Nawaem_perfumes,3.9,69,Woody,
433,433,Dior,Sauvage,430,208.25,100,EDT,Men,Spicy,"Cedar, Ambroxan","Geranium,Lavender,Elemi, Pink Pepper, Patchouli,Vetiver",5,Parfume-Stor,3.8,66,Oriental,
434,434,Shirley May,Darknet Pour Homme,11.5,11.5,100,EDT,Men,Woody,Musk And Moss,"Anise, Cardamom And Cinnamon",3,Beauty Gallery,3.7,59,Woody,
435,435,PACO RABANNE,Lady Million,420,158,80,EDP,Women,Floral,"Patchouli, White Honey and Amber","Jasmine, African Orange Flower and Gardenia",4.7,عالم المشاهير,4.2,7,Floral,
436,436,CARTIER,La Panthere,695,235.85,75,EDP,Women,Fruity,"Oakmoss, Musk, Patchouli, Leather","Gardenia, Rose, Ylang-Ylang, Orange Blossom, Pear",4.7,noon,4.2,98.1K,Floral,
437,437,DAVIDOFF,The Game,147,77,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",5,Cute Shop,4.2,98.1K,Woody,
438,438,PACO RABANNE,Ultraviolet,353,165,100,EDT,Men,Woody,Indonesian Patchouli And Oakmoss,Tanzanian Black Pepper And Ambergris,4.4,Star.perfume,3.9,537,Woody,
439,439,Shirley May,Black Car,21,9.95,100,EDT,Men,Citrus,Amber and palisander rosewood,Cedar and spicy notes,4.5,Beautify,3.6,528,Fresh,
440,440,Ard Al Zaafaran,Oud Sharqia,65,18.4,80,EDP,Unisex,Arabian,Sweet Wood,Citric,4.4,King-Perfume,3.6,450,Woody,
441,441,Guerlain,Santal Royal,768,406,125,EDP,Unisex,Arabian,"Sandalwood, Leather note, Amber notes, Oud, Muscs note","Peach, Rose, Cinnamon",5,top langri,3.7,347,Woody,
442,442,GUESS,Marciano,150,80.7,100,EDT,Men,Spicy,Woody And Spicy,"Spicy, Lavenday And Sage",4.7,AMLAQ,3.9,135,Oriental,
443,443,Estee Lauder,Modern Muse Nuit,615,284.8,100,EDP,Women,Floral,"Vanilla, Amber, Patchouli and Sandalwood","Heliotrope, Chamomile and Chinese Jasmine",5,AMLAQ,3.9,135,Floral,
444,444,BURBERRY,My Burberry,699,226.65,90,EDP,Women,Floral,Oined with Damascus and Centifolia Rose,Freesia Flowers and Golden Quince,5,AMLAQ,3.9,135,Floral,
445,445,Rasasi,Hatem,129,69.25,75,EDP,Unisex,Spicy,"Woody, Aandal And Cedar Wood And Musk",Jasmine And Rose,5,Instant,3.7,44,Oriental,
446,446,LACOSTE,Joy Of Pink,427,113.95,90,EDT,Women,Floral,"Musk, vanilla","Jasmine, carrot, and spicy coriander",4.4,Kado Store,4.3,23,Floral,
447,447,LALIQUE,Le'Parfum,143,143,100,EDP,Women,Oriental,"Sandalwood, Tonka Bean, Patchouli and Vanilla",Jasmine and Heliotrope,4.4,Beautiful Live,412,7,Oriental,
448,448,GUCCI,Memoire  D'une Odeur EDP For Uni,530,349.95,100,EDP,Unisex,Fresh,"Sandalwood, Cedar, Vanilla","Coral Jasmine, Jasmine Petals, Musks",5,noon,4.2,98.1K,Fresh,
449,449,VERSACE,Versace,216,137.45,100,EDP,Women,Fruity,"Musk, Grey Amber And Inoki Wood","Lotus, Plum, Raspberry And Lebanese Blue Cedar",4.4,noon,4.2,98.1K,Floral,
450,450,DORALL COLLECTION,Oud Wood,19,9.9,100,PDT,Unisex,Citrus,"Cedar, tobacco, patchouli, sandalwood, musk","Geranium, marigold, rose, bay leaves",4.3,B.A.G,4.2,14.1K,Fresh,
451,451,HUGO BOSS,The Scent,426,135,100,EDT,Men,Spicy,"Leather, Woody Notes","Lavender, Maninka",3.6,Perfume Ms,3.7,537,Oriental,
452,452,CHOPARD,Casmir,292,94.9,100,EDP,Women,Vanilla,"Amber, Woods, Musk, Patchouli, Sandalwood, Vanilla","Geranium, Jasmine, Lily-Of-The-valley",4.5,King-Perfume,3.9,450,Oriental,
453,453,CAROLINA HERRERA,212 Sexy,420,151,100,EDP,Women,Floral,"Cotton Candy,Musk,Sandalwood,Vanilla","Gardenia,Geranium",4.7,Al-Najm,3.7,347,Floral,
454,454,Guerlain,L'instant,722,262.9,100,EDP,Women,Vanilla,"Vanilla, Benzoin, Musk and Amber","Magnolia, Sambac Jasmine, Ylang-Ylang and Iris",4.2,Abu Al Tayyeb Perfumes,3.7,347,Oriental,
455,455,BVLGARI,Rose Essentielle,533,274.9,100,EDP,Women,Floral,Sandalwood And Patchouli,Blackberry Are Softened With Delicate Violet And Jasmine Trace,5,Perfume Ports,3.9,135,Floral,
456,456,Parfums Gres,Cabotine De Gres,110,78,100,EDP,Women,Floral,"Patchouli, Sandalwood And Musk","Ginger, Lily, Tubereuse And Wild Hyacinth",4.5,Nawaem_perfumes,3.9,69,Floral,
457,457,Lancome,Magie Noire L'eau,401,401,75,EDT,Women,Woody,"Amber, Sandalwood and Patchouli",Jasmine and Ylang-Ylang,4.6,Banorama,3.5,63,Woody,
458,458,LOEWE,Esencia Pour Homme,514,177,150,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar and Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium and Black Currant",5,Pinch Of Perfum,3.5,32,Woody,
459,459,Calvin Klein,CK Be,125,110,200,EDT,Unisex,Spicy,"Sandalwood, Amber, Cedar and Oakmoss","Green Grass, Magnolia, Orchid, Freesia, Peach and Jasmine",5,Abu Al Tayyeb Perfumes,4.2,7,Oriental,
460,460,HUGO BOSS,Boss,375,105,100,EDT,Men,Woody,"Sandalwood, Vetiver, Cedarwood And Vanilla","Geranium, Cinnamon And Cloves",4.7,Acacia Rose,4.8,77,Woody,
461,461,Marc Jacobs,Daisy Eau So Fresh,330,179.4,125,EDT,Women,Fruity,"Musk, Plum, Cedarwood","Violet, Wild Rose, Apple Blossom, Lychee, Jasmine Petals",5,noon,4.2,98.1K,Floral,
462,462,MONTBLANC,Legend,342,108.5,100,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oak Moss, Geranium, Rose, Apple, Dried Fruit",4.7,Perfume Ms,4.1,98,Oriental,
463,463,COACH,New York Coach Dreams,310,201.75,90,EDP,Women,Floral,Joshua Tree And Ambroxan,Gardenias And Cactus Flowers,4,noon,4.2,98.1K,Floral,
464,464,Dolce & Gabbana,Intenso,310,194.5,125,EDP,Men,Spicy,"Labdanum, Sandalwood, Cypress, Musk, Amber","Hay, Moepel Accord, Bran, Clary Sage",4.5,Abu Al Tayyeb Perfumes,3.9,537,Oriental,
465,465,GUESS,Marciano,171,76.8,100,EDP,Women,Citrus,"Musk, Vanilla, Woody Notes","Peony, Jasmine, Honeysuckle",4.4,Lolita Shop,3.5,244,Fresh,
466,466,Remy Marquis,Shalis,50.35,50.35,100,EDP,Men,Fruity,"Nutmeg, Oakmoss And Sandalwood",Lavender And Basil,5,VIP.PARFUME,3.5,244,Floral,
467,467,LANVIN PARIS,Rumeur 2 Rose,126,106.85,100,EDP,Women,Floral,"Patchouli, Amber And Musk","Lily Of The Valley, Jasmine, False Jasmine, Rose, Magnolia And Honeysuckle",4.3,goldiaa,4.1,135,Floral,
468,468,Roberto Cavalli,cavali,499,115,75,EDP,Men,Arabian,"Roasted Tonka Grain, Laos Benzoin","Orange Blossom Extract, Mirabelle Plum",4.3,hadayiq baris,3.8,122,Woody,
469,469,Roberto Cavalli,Florence Amber,499,209.9,75,EDP,Women,Floral,"Honey, Patchouli","Quince, Gardenia, Cashmirwood",4.5,Parvant Store,3.8,78,Floral,
470,470,CARON,De Caron,388,178,200,EDT,Men,Fresh,Musk,Vanille,4.3,ثروة الجمال,3.7,59,Fresh,
471,471,Paris Hilton,Heiress,224,151,100,EDP,Women,Fruity,"Violet Leaf, Tahiti Tonka, Light Wood","Jasmine, Tiare Lily, Delightfully Sweet Ylang-Ylang, Honeysuckle, Grenadine",4.4,Abu Al Tayyeb Perfumes,3.6,30,Floral,
472,472,CAROLINA HERRERA,212 VIP,445,190,80,EDP,Women,Arabian,"Vanille, Tonka Bean","Musk, Gardenia",4.4,Number One,4.2,98,Woody,
473,473,S.T.Dupont,Essence Pure,215,84.6,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla And Cedar",Jasmine And Rose,4.4,noon,4.2,98.1K,Fresh,
474,474,JAGUAR,Jaguar,179,59.7,100,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",4.5,noon,4.2,98.1K,Woody,
475,475,LACOSTE,L.12.12 Blanc,108,89.95,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver",Ylang,5,noon,4.2,98.1K,Woody,
476,476,BURBERRY,My Burberry,494,179,50,EDP,Women,Floral,"Amber, Patchouli","Peach, Rose",5,noon,4.2,98.1K,Floral,
477,477,DORALL COLLECTION,Love You Like Crazy,25,7.25,100,EDT,Women,Woody,"Patchouli, musk, vanilla, amber","Peony, jasmine, lily",4.5,B.A.G,3.7,14.1K,Woody,
478,478,TRUSSARDI,Extreme,462,127.95,100,EDT,Men,Woody,Vetiver and Patchouli,"Fruity-Gourmand, Dark Plum and Powdery Iris",5,Perfumes-shop,3.9,537,Woody,
479,479,VERSACE,Versace Pour Homme,405,163.55,100,EDT,Men,Fresh,"Amber, Tonka Beans And Musk","Geranium, Clary Sage And Blue Hyacinth",4.7,King-Perfume,3.8,450,Fresh,
480,480,MING NA,Beibei Bear Blue Par,20.9,20.9,50,EDP,Kids Unisex,Floral,"Patchouli, Earthy, Dry Amber","Sandalwood, Peppery, Lavender",4.9,Royal Scent,3.5,244,Floral,
481,481,Roberto Cavalli,Paradiso,500,165,75,EDP,Women,Woody,"Pine Tree, Cypress and Laurels",Jasmine,4.6,hadayiq baris,3.8,122,Woody,
482,482,LALIQUE,Encre Noire,165,140,100,EDT,Men,Woody,Sandalwood,Lemongrass,4.4,kikup,3.9,23,Woody,
483,483,AZZARO,Visit,156,106,100,EDT,Men,Woody,"Gray Amber, And Musk","Lebanese Cedar, Guaiac Tree, And Incense",4.3,Beautiful Live,412,7,Woody,
484,484,Calvin Klein,Escape,235,96.25,100,EDT,Men,Woody,"Sandalwood, Amber, Patchouli, Oakmoss and Vetiver","Rosemary, Cypress, Fir, Sage, Birch and Sea notes",4.5,noon,4.2,98.1K,Woody,
485,485,TRUSSARDI,My Name,308,228,50,EDP,Women,Floral,"Dry Amber, Vanilla",Lilac And Musk,4.6,noon,4.2,98.1K,Floral,
486,486,S.T.Dupont,Passenger,310,106.15,100,EDP,Women,Fruity,"Iris, Vanilla, White Musk And Sandalwood","Cyclamen, Rose, Gardenia And White Peach",4.9,noon,4.2,98.1K,Floral,
487,487,Calvin Klein,Beauty,150,106.45,100,EDP,Women,Floral,Cedarwood,Jasmine,4.8,Star.perfume,3.9,537,Floral,
488,488,GUESS,Guess,113,103.6,100,EDT,Women,Woody,"Australian Sandalwood, Musk and Vanilla","Peony, Violet and Jasmine",5,Star.perfume,3.9,537,Woody,
489,489,HUGO BOSS,Bottled Intense,426,157.85,100,EDP,Men,Spicy,"Sandalwood, Cedar, Vetiver, Vanilla","Geranium, Cloves, Cinnamon",4.5,AMLAQ,3.9,135,Oriental,
490,490,Rasasi,Royale,43.25,43.25,75,EDT,Men,Spicy,Aromatic Scents,Delicate Musk Fragrance,4,neo lek,3.5,88,Oriental,
491,491,Estee Lauder,Private Collection,505,197,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber And Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-ylang And Coriander",5,Royal Scent,3.9,69,Floral,
492,492,armani,Because It's You by Emporio,427,154.7,100,EDP,Women,Floral,"Vanilla, Musk",Rose Absolute,5,Asrar Aljamal,3.8,66,Floral,
493,493,BURBERRY,The Beat,280,150,75,EDP,Women,Floral,"White Musk, Vetiver And Cedar Wood","Ceylon Tea, Iris And Bluebell",4.3,Faces,4.2,61,Floral,
494,494,Lattafa,Rouat Al Oud,99,45,100,EDP,Women,Spicy,"Cedarwood, Patchouli, Vetiver, Musk","Cardamom, Spicy Notes",5,Rihanna World Store,4.4,8,Oriental,
495,495,Yves Saint Laurent,La Nuit De L`Homme,536,314,100,EDT,Men,Woody,"Vetiver, Caraway","Bergamot, Virginia Cedar, Lavender",5,The first fragrance,412,7,Woody,
496,496,Ajmal,Blu,177,139.95,90,EDP,Men,Fresh,"Sandalwood, Musk and Amber","Lotus, Jasmine",4,noon,4.2,98.1K,Fresh,
497,497,Mont Blanc,Legend,220,141.95,100,EDT,Men,Spicy,"Sandalwood, Tonka, And Evernyl","Dried Fruit, Oakmoss Fused With Geranium, Rose And Apple",5,noon,4.2,98.1K,Oriental,
498,498,HERMES,Terre D' Hermes,474,173,100,EDT,Men,Citrus,"woody notes, patchouli and cedar",geranium,3.9,noon,4.2,98.1K,Fresh,
499,499,HUGO BOSS,Bottled Tonic,376,124.9,100,EDT,Men,Citrus,"Woodsy Notes, Vetiver","Ginger, Cinnamon, Cloves, Geranium",4.1,Star.perfume,3.9,537,Fresh,
500,500,Roberto Cavalli,Dupont,360,120,75,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanille",African Orange Flower,4.6,Star.perfume,3.9,537,Woody,
501,501,BURBERRY,Burberry Body,13,8.5,2,EDT,Women,Woody,"Absolute Vanilla Orchid Tahitensis, Praline, Patchouli, Papyrus","Rose Damascena Essence, Incense",4,Princess of beauty,3.8,467,Woody,
502,502,BENTLEY,Intense,169,128,100,EDP,Men,Spicy,"Leather, Benzoin, Incense, Cedar and Patchouli","Clary Sage, African Geranium, Cinnamon, Rum and Wood",4.3,Parisian Store,3.9,425,Oriental,
503,503,BURBERRY,My Burberry,700,197.95,90,EDP,Women,Floral and Oriental,Damascus And Centifolia Rose,"Geranium, Freesia Flowers And Golden Quince",4.7,Grass gulf,3.9,135,Floral,
504,504,Estee Lauder,Private Collection,330,219.4,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang, Coriander",5,Golden Perfumesعطر أصلي 100 %,3.6,111,Floral,
505,505,LALIQUE,Encre Noire,485,136.95,100,EDT,Men,Woody,"Cashmere Wood, Musk",Haitian Vetiver,4.5,Parvant Store,3.7,76,Woody,
506,506,Yves Saint Laurent,Rive Gauche Homme,560,560,80,EDT,Men,Aromatic,Gaiac Wood,Patchouli And Vetiver,4.7,Abu Al Tayyeb Perfumes,3.5,63,Woody,
507,507,LANVIN PARIS,Modern Princess,356,174,90,EDP,Women,Floral,"White Musk, White Woods, Vanilla orchid","Jasmine, Freesia",5,Ryhana Perfume,4.2,25,Floral,
508,508,GIORGIO ARMANI,Eau Pour Homme Reno 2013,361,186,50,EDT,Men,Citrus,"Patchouli, Oakmoss and Sandalwood","Cloves, Lily and Nutmeg",4.7,noon,4.2,98.1K,Fresh,
509,509,Nikos,Sculpture Homme,220,52.95,100,EDT,Men,Floral,"Amber, Benzoin, Cedar, Tonka Beans","Geranium, Jasmine, Lily Of The Valley, Rose",4.5,noon,4.2,98.1K,Floral,
510,510,DAVIDOFF,The Brilliant Game,215,93.75,100,EDT,Men,Arabian,Sensual Addiction Of The Tonka Bean Note,Charismatic Virility Of A Cedarwood,4.2,noon,4.2,98.1K,Woody,
511,511,BURBERRY,London,370,172.5,100,EDP,Women,Floral,"Musk, Patchouli, Sandalwood","Jasmine, Tiare Flower, Peony, Clementine",4.7,Star.perfume,3.9,537,Floral,
512,512,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442,108.75,100,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",4.7,Creativity star,3.7,319,Woody,
513,513,Parfums Gres,Cabotine,135,75,100,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk And Amber","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet And Iris",4.8,AMLAQ,3.9,135,Floral,
514,514,Elizabeth Arden,Green Tea,77,72.95,100,EDP,Women,Citrus,"Caraway, Amber, Musk, By Green Tea , Jasmine, Cloves, Oakmoss And Celery Seeds","Carnation, Musk,jasmine, Oakmoss, Amber And white Fennel",5,Golden Perfumesعطر اصلي 100 %,3.6,111,Fresh,
515,515,Van Cleef & Arpels,Ambre Imperial,730,479,75,EDP,Unisex,Woody,Woodsy Notes,"Tonka Bean, Vanilla, Amber, Benzoin",5,PARFUM.1990,3.8,76,Woody,
516,516,LANVIN PARIS,L'Homme Sport,170,149.45,100,EDT,Men,Aromatic,"Cedar, Sandalwood, Musk, Amber, Iris, Vetiver, Benzoin, Moss And Spices","Jasmine, Violet, Iris, Ylang-Ylang, Gardenia, Carnation, Rosemary, Orchid And Cloves",4,Parvant Store,3.8,76,Woody,
517,517,J.CASANOVA,Pandora,79.95,79.95,50,EDP,Women,Fruity,"Cedar, Moss, Musk, Amber And Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus And Orchid",5,VIP.PARFUME,3.5,75,Floral,
518,518,HUGO BOSS,Femme,316,139.95,75,EDP,Women,Floral,Apricot And Lemon Wood.,"Jasmine And Fleur De Lys, Bulgarian Rose",4.8,Grass gulf,3.9,69,Floral,
519,519,Calvin Klein,Secret Obsession,202,163.95,100,EDP,Women,Woody,"Burnt Amber, Cashere Woods, Vanilla and Sandalwood","Jasmine, Orange Flower and Tuberose",5,Chansles,3.9,33,Woody,
520,520,AZZARO,Wanted,365,196.2,100,EDT,Men,Woody,"Haitian vetiver, tonka bean, amberwood","Guatemalan cardamom, juniper, apple, geranium",5,noon,4.2,98.4K,Woody,
521,521,Kenneth Cole,Black,315,177.9,100,EDT,Men,Floral,"Amber, Musk, Violet Leaf And Suede","Nutmeg, Incense, Cedar, Lotus And Exotic Woods",4.5,noon,4.2,98.1K,Floral,
522,522,CARTIER,La Panthere,693,249.25,75,EDP,Women,Fruity,"Oakmoss, Musk, Leather, Patchouli","Gardenia, Rose, Ylang-Ylang, Orange Blossom, Pear",4.3,noon,4.2,98.1K,Floral,
523,523,adidas,Victory League,77,30.55,100,EDT,Men,Vanilla,"Cedarwood,Vanilla and Musk","Lavender, Pear and Cinnamon",4.6,noon,4.2,98.1K,Oriental,
524,524,S.T.Dupont,Dupont,221,83.9,100,EDT,Men,Spicy,"Heliotrope, Musk, Lignum Vitae And Amber","Essence Of Birch, Iris And Cedar Wood",4.4,noon,4.2,98.1K,Oriental,
525,525,PENHALIGON'S,Portraits George,2350,886,75,EDP,Men,Woody,Tonka Beans,Shaving Soap,5,Beuatyone1,4.2,1.3K,Woody,
526,526,BURBERRY,London,241,140,50,EDP,Women,Floral,"Sandalwood, Musk and Patchouli","Tiare Flower, Jasmine and Peony and a Hint of Fresh Clementine Zest",4.6,Star.perfume,3.9,537,Floral,
527,527,HUGO BOSS,Bottled Unlimited,373,126,100,EDT,Men,Vanilla,Sandalwood And Musk,Pineapple And Rose,4.4,Al-Najm,3.7,347,Oriental,
528,528,CHANEL,Bleu De Chanel,920,245,100,EDT,Men,Citrus,"Labdanum, Sandalwod, Patchouli, Vetiver, Incense, Cedar, White Musk","Ginger, Iso E Super, Nutmeg, Jasmine",4.8,The smart store,3.7,319,Fresh,
529,529,Laura Biagiotti,Roma Uomo,289,173.8,125,EDT,Men,Citrus,"Cedarwood, Patchouli, Sandalwood and Benzoin","Jasmine, Heliotrope, Juniperberry and Balsam Fir",4.5,AMLAQ,3.9,135,Fresh,
530,530,Juicy Couture,Viva La Juicy,151.8,151.8,100,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood and Vanilla","Honeysuckle, Gardenia and Jasmine",4.8,AMLAQ,3.9,135,Floral,
531,531,joop,Homme,170,60,125,EDT,Men,Citrus,"Vanilla, tonka bean, patchouli, sandalwood","Jasmine, lili of the valley, heliotrope",3.5,hadayiq baris,3.8,122,Fresh,
532,532,NARCISO RODRIGUEZ,Narciso Rodriguez,436,207,50,EDP,Women,Floral,"Patchouli,Sandalwood","Amber,Musk",5,Ahmed Mohamed Abbas Abbas Trading Est,4.2,98,Floral,
533,533,Dolce & Gabbana,3 L'Imperatrice,640,157.65,100,EDT,Women,Floral,"Musk, Sandalwood, Lemon Tree","Watermelon, Cyclamen, Jasmine",4,noon,4.2,98.1K,Floral,
